Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Snp,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,Slc,index,Label_wp,Label_np
Do guns can really increase the level of violence?,0.7226903749,0.7258866716,0.8145409645,0.8858383548,0,0,0,0,0,0.2718708497,0.259,11,6513,1,0
Do guns can really increase the level of violence?,0.7226903749,0.7258866716,0.8145409645,0.8858383548,0,0,0,0,0,0.4125483802,0.203,14,6513,1,0
Do guns can really increase the level of violence?,0.7662983074,0.9042971538,0.6641778798,0.8705965062,0,0,1,0,0,0.1766883929,0,10,6514,1,0
Do guns can really increase the level of violence?,0.7965072156,0.7965072156,0.6754441117,0.8643800309,0,0,1,0,0,0.4964478264,0.408,21,6514,1,0
Do guns can really increase the level of violence?,0.7965072156,0.9042971538,0.6754441117,0.8705965062,0,0,1,0,0,0.0266763318,0.299,34,6514,1,0
Do guns can really increase the level of violence?,0,0.2364572925,0.8284964235,0,0,0,0,0,0,0.8149966563,0,11,6515,1,0
Do guns can really increase the level of violence?,0,0.2364572925,0.8284964235,0,0,0,0,0,0,0.7270579173,0,15,6515,1,0
Do guns can really increase the level of violence?,0.9125390872,0.9125390872,0.766617303,0.8044917193,0,0,1,0,0,0.9996156753,0.17,23,6516,1,1
Do guns can really increase the level of violence?,0.9125390872,0.9125390872,0.6631425199,0,0,0,1,0,0,0.9994964064,0,4,6516,1,1
Do guns can really increase the level of violence?,0.5479670287,0.8217394212,0.766617303,0.8044917193,0,0,1,0,0,0.8406876999,0.215,18,6516,1,1
Do guns can really increase the level of violence?,0.9125390872,0.9125390872,0.766617303,0.8044917193,0,0,1,0,0,0.9996806918,0.157,26,6516,1,1
Do guns can really increase the level of violence?,0.6494323183,0.8701244812,0.7592390709,0.8685057459,0,0,1,0,0,0.9223513624,0.209,15,6517,0,0
Do guns can really increase the level of violence?,0.6494323183,0.8701244812,0.7592390709,0.8685057459,0,0,1,0,0,0.6162041661,0.195,17,6517,0,0
Do guns can really increase the level of violence?,0.7920609828,0.7920609828,0.5176039986,0,0,0,1,0,0,0.8732836531,0.486,15,6518,0,0
Do guns can really increase the level of violence?,0.7920609828,0.7920609828,0.5176039986,0,0,0,1,0,0,0.9839194975,0.415,19,6518,0,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0.7924913858,0,0,1,0,0,0.8382188092,0.337,13,6519,0,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0,0,0,1,0,0,0.9745132802,0,4,6519,0,0
Classmates' impacts on children's performance at school,0.3677695229,0.7261293307,0,0.7924913858,0,0,0,0,0,0.3530193386,0.519,8,6519,0,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0.7924913858,0,0,1,0,0,0.8382188092,0.337,13,6519,0,0
Classmates' impacts on children's performance at school,0.7290318677,0.7290318677,0.7541384533,0.4195993838,0,0,0,0,0,0.8996738984,0.291,11,6520,0,0
Classmates' impacts on children's performance at school,0.7290318677,0.7290318677,0.7541384533,0.4195993838,0,0,0,0,0,0.8996738984,0.291,11,6520,0,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0.6135687703,0,0,1,0,0,0.1764618075,0.143,17,6521,0,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0,0,0,1,0,0,0.9568113731,0.556,3,6521,0,0
Classmates' impacts on children's performance at school,0.6760004662,0.8060671438,0,0.6135687703,0,0,1,0,0,0.0374859701,0,13,6521,0,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0.6135687703,0,0,1,0,0,0.1764618075,0.143,17,6521,0,0
Classmates' impacts on children's performance at school,0,0,0,0,0,0,0,0,0,0.9866966802,0,3,6522,1,1
Classmates' impacts on children's performance at school,0.4271892129,0.6351373806,0.5096974229,0,0,0,0,0,0,0.9952478374,0.149,14,6522,1,1
Classmates' impacts on children's performance at school,0.4271892129,0.6351373806,0.5096974229,0,0,0,0,0,0,0.9967010861,0.116,20,6522,1,1
Classmates' impacts on children's performance at school,0.4271892129,0.6351373806,0.5096974229,0,0,0,1,0,0,0.7012796561,0.159,12,6523,1,1
Classmates' impacts on children's performance at school,0.4271892129,0.6351373806,0.5096974229,0,0,0,1,0,0,0.1160490253,0.124,16,6523,1,1
Classmates' impacts on children's performance at school,0.7824539321,0.7121979506,0.7639666028,0.806177797,0,0,1,0,0,0.0022878814,0.181,32,6524,1,0
Classmates' impacts on children's performance at school,0.7824539321,0.7121979506,0.7639666028,0.806177797,0,0,1,0,0,5.47803203203E-05,0.158,39,6524,1,0
Classmates' impacts on children's performance at school,0,0,0,0,0,0,0,0,0,0.9563519337,0,4,6525,1,0
Classmates' impacts on children's performance at school,0.5604746674,0.7760373,0.6487623212,0.7062383023,0,0,1,0,0,0.1308888754,0.236,14,6525,1,0
Classmates' impacts on children's performance at school,0.8250131523,0,0,0,0,0,1,0,0,0.9450569207,0.173,12,6525,1,0
Classmates' impacts on children's performance at school,0.7502540343,0.7760373,0.6487623212,0.7924192575,0,0,1,0,0,0.8079443827,0.176,36,6525,1,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0,0,0,1,0,0,0.8038677856,0,10,6526,1,1
Classmates' impacts on children's performance at school,0.4271892129,0.6351373806,0.5096974229,0,0,0,1,0,0,0.878487858,0,6,6526,1,1
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0,0,0,1,0,0,0.9684607261,0,21,6526,1,1
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0.7924913858,0,0,1,0,0,0.9232497098,0.191,17,6527,1,0
Classmates' impacts on children's performance at school,0.7808628958,0,0,0,0,0,1,0,0,0.0319686517,0.484,11,6527,1,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0,0,0,0,0,0,0.983285927,0,3,6527,1,0
Classmates' impacts on children's performance at school,0,0,0,0,0,0,0,0,0,0.7594845176,0,4,6527,1,0
Classmates' impacts on children's performance at school,0.6132642391,0.6552454811,0.6432608081,0.4963742729,0,1,1,0,0,0.8620840978,0.099,12,6527,1,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0,0,0,1,0,0,0.9944497905,0.216,6,6527,1,0
Classmates' impacts on children's performance at school,0.7688392881,0.7261293307,0,0.7924913858,0,0,1,0,0,0.2128118689,0.196,10,6527,1,0
Classmates' impacts on children's performance at school,0,0,0,0,0,0,0,0,0,0.8404463372,0,5,6527,1,0
Classmates' impacts on children's performance at school,0,0,0,0,0,0,1,0,0,0.8269421151,0.216,6,6527,1,0
Classmates' impacts on children's performance at school,0.807534503,0.807534503,0.7042677406,0.7924913858,0,1,1,0,0,0.0645554022,0.225,54,6527,1,0
Classmates' impacts on children's performance at school,0,0,0,0,0,0,1,0,0,0.7182190221,0.483,4,6528,1,0
Classmates' impacts on children's performance at school,0.7502540343,0.6827536969,0.638421195,0.7924192575,0,0,1,0,0,0.1127672086,0.259,9,6528,1,0
Classmates' impacts on children's performance at school,0,0,0,0,0,0,0,0,0,0.5929811136,0.376,11,6528,1,0
Classmates' impacts on children's performance at school,0,0,0,0,0,0,1,0,0,0.8298338296,0,5,6528,1,0
Classmates' impacts on children's performance at school,0.7502540343,0.6827536969,0.638421195,0.7924192575,0,0,1,0,0,0.0086178322,0.315,32,6528,1,0
Classmates' impacts on children's performance at school,0.4271892129,0.6351373806,0.5096974229,0,0,0,1,0,0,0.7074507042,0,6,6529,1,1
Classmates' impacts on children's performance at school,0.765203005,0.8060671438,0,0.6135687703,0,0,1,0,0,0.3141892151,0.238,10,6529,1,1
Classmates' impacts on children's performance at school,0,0,0,0,0,0,1,0,0,0.0574929546,0.322,11,6529,1,1
Classmates' impacts on children's performance at school,0.7808628958,0.6351373806,0.5976909595,0.7835934295,0,0,1,0,0,0.0002639446,0.268,32,6529,1,1
Life in Big Cities Vs People's health,0.843562237,0.843562237,0.6563302959,0.9021272677,0.6318945369,0,1,0,0,0.88490601,0,12,6530,0,0
Life in Big Cities Vs People's health,0.843562237,0.843562237,0.6563302959,0.9021272677,0.6657733817,0,1,1,0,0.7796414691,0,14,6530,0,0
Life in Big Cities Vs People's health,0.7876684049,0.8018141718,0.7568562916,0.2484024434,0.6525467536,0,1,0,0,0.7009811359,0.244,10,6531,1,1
Life in Big Cities Vs People's health,0.6764695012,0.8638494165,0.5100507616,0,0.6318945369,0,1,0,0,0.9986587826,0.473,5,6531,1,1
Life in Big Cities Vs People's health,0.8197742338,0.7427301588,0.5851539046,0,0,0,0,0,0,0.6500686114,0.242,8,6531,1,1
Life in Big Cities Vs People's health,0.6764695012,0.8638494165,0.5100507616,0,0,0,1,0,0,0.9967824165,0.729,3,6531,1,1
Life in Big Cities Vs People's health,0,0,0,0,0.6318945369,0,0,0,0,0.9063521258,0,1,6531,1,1
Life in Big Cities Vs People's health,0.7876684049,0.8638494165,0.7568562916,0.2484024434,0.8046643415,0,1,0,0,0.877581087,0.286,26,6531,1,1
Life in Big Cities Vs People's health,0.7876684049,0.8018141718,0.7568562916,0.2484024434,0,0,1,0,0,0.5670896451,0.162,18,6532,1,1
Life in Big Cities Vs People's health,0.7876684049,0.8018141718,0.7568562916,0.2484024434,0,0,1,0,0,0.5670896451,0.162,18,6532,1,1
Life in Big Cities Vs People's health,0.843562237,0.843562237,0.6563302959,0.9021272677,0.6318945369,0,1,0,0,0.4554494186,0.099,12,6533,1,0
Life in Big Cities Vs People's health,0.843562237,0.843562237,0.6563302959,0.9021272677,0.5000017762,0,1,0,0,0.5627662884,0.171,22,6533,1,0
Life in Big Cities Vs People's health,0.6250568327,0.6250568327,0.6895064505,0.6356872264,0.6318945369,0,1,0,0,0.9536275505,0,4,6534,1,0
Life in Big Cities Vs People's health,0.8197742338,0.7427301588,0.5851539046,0,0,0,0,0,0,0.2588413965,0.464,6,6534,1,0
Life in Big Cities Vs People's health,0.7427301588,0.7427301588,0.6895064505,0.6356872264,0.9014251314,0,1,0,0,0.3778797858,0.245,12,6534,1,0
Life in Big Cities Vs People's health,0.7835894999,0.7835894999,0.6020872299,0.8372168831,0.6451569904,0,1,0,0,0.555969824,0.303,16,6535,1,0
Life in Big Cities Vs People's health,0,0,0,0,0,0,0,0,0,0.3653141541,0.787,6,6535,1,0
Life in Big Cities Vs People's health,0.8517569554,0.8301584277,0.6785431629,0.6231563956,0.6936146045,0,1,0,0,0.4142388748,0.245,14,6535,1,0
Life in Big Cities Vs People's health,0.7835894999,0.7835894999,0.6020872299,0.8372168831,0.5634086531,0,1,0,0,0.8961285112,0,3,6535,1,0
Life in Big Cities Vs People's health,0.1339465334,0.6602559214,0.5147087465,0.5313970733,0.6318945369,0,0,0,0,0.3688495898,0.379,12,6535,1,0
Life in Big Cities Vs People's health,0.7835894999,0.8301584277,0.6785431629,0.8372168831,0.6997527188,0,1,0,0,0.01402691,0.383,37,6535,1,0
Life in Big Cities Vs People's health,0.8325274156,0.8915274888,0.6026977993,0.7138223345,0.6318945369,0,1,0,0,0.9981715826,0.124,19,6536,1,1
Life in Big Cities Vs People's health,0.8325274156,0.8325274156,0.6026977993,0,0,0,1,0,0,0.9947076247,0,3,6536,1,1
Life in Big Cities Vs People's health,0.4121713074,0.8915274888,0.400960123,0.7138223345,0.6318945369,0,1,0,0,0.921234923,0.156,15,6536,1,1
Life in Big Cities Vs People's health,0.8325274156,0.8915274888,0.6026977993,0.7138223345,0.6318945369,0,1,0,0,0.9975443259,0.118,21,6536,1,1
Life in Big Cities Vs People's health,0.4155831836,0.8915274888,0.569997447,0.7138223345,0.6162270198,0,1,1,0,0.694008433,0,11,6537,1,0
Life in Big Cities Vs People's health,0.4155831836,0.4836552681,0.569997447,0.4196690919,0,0,1,0,0,0.8145443771,0,3,6537,1,0
Life in Big Cities Vs People's health,0.4121713074,0.8915274888,0.400960123,0.7138223345,0.6162270198,0,1,1,0,0.6752584586,0,7,6537,1,0
Life in Big Cities Vs People's health,0.4155831836,0.8915274888,0.569997447,0.7138223345,0.6048860396,0,1,1,0,0.3019670065,0,14,6537,1,0
Life in Big Cities Vs People's health,0.843562237,0.843562237,0.6886503084,0.9021272677,0.6727393303,0,1,0,0,0.9457062995,0.333,8,6538,1,0
Life in Big Cities Vs People's health,0,0,0,0,0.4180402253,0,1,0,0,0.8874788094,0.574,4,6538,1,0
Life in Big Cities Vs People's health,0.843562237,0.843562237,0.6886503084,0.9021272677,0.7233460316,0,1,0,0,0.968020573,0.341,18,6538,1,0
Life in Big Cities Vs People's health,0.7278619181,0.8359248223,0.7380734448,0,0,0,1,0,0,0.3042948308,0.241,13,6539,1,1
Life in Big Cities Vs People's health,0.7278619181,0.8359248223,0.7380734448,0,0,0,1,0,0,0.2455463683,0.226,15,6539,1,1
Life in Big Cities Vs People's health,0.6766578344,0.5525753272,0.6636871422,0.7830846874,0.1024076442,0,0,0,0,0.5519884614,0.586,17,6540,1,0
Life in Big Cities Vs People's health,0,0,0,0,0.3025659838,0,0,0,0,0.907308313,0.796,5,6540,1,0
Life in Big Cities Vs People's health,0.6766578344,0.5525753272,0.6636871422,0.7830846874,0.0924414639,0,0,0,0,0.3598221315,0.63,29,6540,1,0
Life in Big Cities Vs People's health,0.7067253476,0.7067253476,0.7670710612,0.6003817856,0.568569544,0,1,0,0,0.2253319453,0.318,7,6541,1,1
Life in Big Cities Vs People's health,0.7278619181,0.8359248223,0.7380734448,0,0,0,1,0,0,0.6458527716,0.252,10,6541,1,1
Life in Big Cities Vs People's health,0.7067253476,0.7067253476,0.7670710612,0.6003817856,0.568569544,0,1,0,0,0.1971958578,0.291,18,6541,1,1
Life in Big Cities Vs People's health,0.7876684049,0.8638494165,0.7568562916,0.2484024434,0,0,1,0,0,0.9982304591,0.252,13,6542,1,1
Life in Big Cities Vs People's health,0.6764695012,0.8638494165,0.5100507616,0,0,0,1,0,0,0.9977550378,0,2,6542,1,1
Life in Big Cities Vs People's health,0.7876684049,0.8018141718,0.7568562916,0.2484024434,0,0,0,0,0,0.8363609992,0.291,10,6542,1,1
Life in Big Cities Vs People's health,0.7876684049,0.8638494165,0.7568562916,0.2484024434,0.8725355082,0,1,0,0,0.9796024906,0.209,19,6542,1,1
Life in Big Cities Vs People's health,0.6886233741,0.7803302689,0.7568562916,0.8477499865,0.6629393249,0,0,0,0,0.0362305537,0,13,6543,0,0
Life in Big Cities Vs People's health,0.6886233741,0.7803302689,0.7568562916,0.8477499865,0.6629393249,0,0,0,0,0.0072947296,0,15,6543,0,0
Gun control and increasing violence,0.7419011543,0.8267461679,0.7053164067,0.808046865,0.7864772955,0,1,0,0,0.9897845536,0.404,17,6544,0,0
Gun control and increasing violence,0.7373576944,0.7373576944,0.6074627306,0.808046865,0.6495802422,0,0,0,0,0.966772334,0.444,4,6544,0,0
Gun control and increasing violence,0.7419011543,0.8267461679,0.7053164067,0.709877945,0.7872604271,0,1,0,0,0.9306010419,0.416,12,6544,0,0
Gun control and increasing violence,0.7419011543,0.8267461679,0.7053164067,0.808046865,0.7864772955,0,1,0,0,0.9897845536,0.404,17,6544,0,0
Gun control and increasing violence,0.5443924793,0.7658772295,0.6274212342,0.5229205442,0.9001249105,1,1,0,0,0.9685449123,0.454,21,6545,1,1
Gun control and increasing violence,0.5443924793,0.7606515618,0.6274212342,0,0.3648313958,0,1,0,0,0.9995305228,0.232,10,6545,1,1
Gun control and increasing violence,0,0,0,0,0,0,0,0,0,0.594900439,0.773,2,6545,1,1
Gun control and increasing violence,0.805344785,0.805344785,0.5671333728,0.8807665138,0,0,0,0,0,0.346063739,0.605,7,6545,1,1
Gun control and increasing violence,0.5443924793,0.7658772295,0.6274212342,0.5229205442,0.8464113862,1,1,0,0,0.9500937756,0.407,25,6545,1,1
Gun control and increasing violence,0.8898180754,0.8898180754,0.7750829962,0.8218732315,0.6608447939,0,1,0,0,0.8689712928,0.391,24,6546,1,1
Gun control and increasing violence,0.7653698802,0.7653698802,0.5913740032,0,0,0,1,0,0,0.928913063,0.412,5,6546,1,1
Gun control and increasing violence,0.8898180754,0.8898180754,0.7750829962,0.8218732315,0.6608447939,0,1,0,0,0.5454197733,0.402,18,6546,1,1
Gun control and increasing violence,0.8898180754,0.8898180754,0.7750829962,0.8218732315,0.6401216725,0,1,0,0,0.8279494891,0.357,28,6546,1,1
Gun control and increasing violence,0.7750164882,0.7653698802,0.5913740032,0,0,0,1,0,0,0.9989612739,0,9,6547,1,0
Gun control and increasing violence,0.7750164882,0.7653698802,0.5913740032,0,0,0,1,0,0,0.9923658202,0,11,6547,1,0
Gun control and increasing violence,0.8983179622,0.8898180754,0.7750829962,0.8807665138,0.8729641451,0,1,0,0,0.5752046618,0.566,20,6548,1,1
Gun control and increasing violence,0.8983179622,0.8898180754,0.7750829962,0.8807665138,0.8598613309,0,1,0,0,0.4923959459,0.531,23,6548,1,1
Gun control and increasing violence,0.7373576944,0.7373576944,0.6074627306,0.808046865,0.7212327884,0,1,0,0,0.0001382898,0.318,25,6549,1,0
Gun control and increasing violence,0,0,0,0,0,0,0,0,0,0.1720600868,0.444,5,6549,1,0
Gun control and increasing violence,0.7373576944,0.7373576944,0.6074627306,0.808046865,0.7212327884,0,1,0,0,1.81034185493E-05,0.337,31,6549,1,0
Gun control and increasing violence,0.7727737862,0.8334719103,0.5103753863,0,0,0,0,0,0,0.7340878465,0,5,6550,1,0
Gun control and increasing violence,0,0,0,0,0.6075689947,0,1,0,0,0.6241417479,0,6,6550,1,0
Gun control and increasing violence,0,0,0,0,0.1674897259,0,0,0,0,0.9635820152,0,6,6550,1,0
Gun control and increasing violence,0,0,0,0,0.4273832869,0,0,0,0,0.6514471045,0,19,6550,1,0
Gun control and increasing violence,0.5407842877,0.76853718,0.4573759743,0.5507038404,0.3909451085,0,1,0,0,0.7506754777,0.54,12,6551,1,0
Gun control and increasing violence,0.5407842877,0.76853718,0.4573759743,0.5507038404,0.580895919,0,1,0,0,0.7492550679,0.484,16,6551,1,0
Gun control and increasing violence,0.7526921394,0.8598391593,0,0.8002628322,0.7344167996,0,1,0,0,0.0015576014,0.333,10,6552,1,1
Gun control and increasing violence,0.7653698802,0.7653698802,0.5913740032,0,0.6495802422,0,1,0,0,0.9506310771,0.231,7,6552,1,1
Gun control and increasing violence,0.7742609195,0.8501993224,0.7996607544,0.8879210564,0.4257227829,0,0,0,0,0.2597366187,0.512,10,6552,1,1
Gun control and increasing violence,0.7653698802,0.8598391593,0.5913740032,0.8002628322,0.7620820008,0,1,0,0,0.0003513991,0.367,30,6552,1,1
Gun control and increasing violence,0.7653698802,0.7653698802,0.5913740032,0.6681424414,0.3749894897,0,1,0,0,0.7911960624,0.324,19,6553,1,1
Gun control and increasing violence,0.7653698802,0.7653698802,0.5913740032,0,0,0,1,0,0,0.9893881598,0,3,6553,1,1
Gun control and increasing violence,0.4977729642,0.6635039747,0.5567312823,0.6681424414,0.3749894897,0,1,0,0,0.1369486129,0.396,15,6553,1,1
Gun control and increasing violence,0.7653698802,0.7653698802,0.5913740032,0.6681424414,0.3749894897,0,1,0,0,0.6816743056,0.286,23,6553,1,1
Gun control and increasing violence,0,0,0,0,0,0,0,0,0,0.5817365068,0.516,4,6554,1,1
Gun control and increasing violence,0.6055697748,0.7658772295,0.5777905983,0.5229205442,1,0,1,0,0,0.9301391574,0.526,10,6554,1,1
Gun control and increasing violence,0.6055697748,0.7658772295,0.5777905983,0.5229205442,1,0,1,0,0,0.6647505468,0.523,15,6554,1,1
Gun control and increasing violence,0.6704573135,0,0,0,0.7154356906,0,0,0,0,0.9837342969,0.167,8,6555,0,0
Gun control and increasing violence,0,0,0,0,0.6934257541,0,0,0,0,0.0008624094,0.211,12,6555,0,0
Gun control and increasing violence,0.6704573135,0,0,0,0.8018683426,0,0,0,0,0.0074638437,0.183,22,6555,0,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.6114489397,0,1,0,0,0.5740022295,0,7,6556,0,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.6114489397,0,1,0,0,0.5740022295,0,7,6556,0,0
Education plays an important role in the socioeconomic status of a country,0.829143381,0.829143381,0.7181401896,0,0,0,1,0,0,0.9999854539,0,12,6557,0,0
Education plays an important role in the socioeconomic status of a country,0.829143381,0.829143381,0.7181401896,0,0.8238734388,0,1,0,0,0.9999628219,0,16,6557,0,0
Education plays an important role in the socioeconomic status of a country,0,0,0,0,0,0,0,0,0,0.6340109589,0,4,6558,0,0
Education plays an important role in the socioeconomic status of a country,0.829143381,0.8822640709,0.8215598509,0.905745691,0.257811555,0,1,0,0,0.995516398,0,12,6558,0,0
Education plays an important role in the socioeconomic status of a country,0.829143381,0.8822640709,0.8215598509,0.905745691,0.257811555,0,1,0,0,0.976295485,0,17,6558,0,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.855344624,0,1,0,0,0.9935754587,0.139,17,6559,1,1
Education plays an important role in the socioeconomic status of a country,0.5993392217,0.8738367135,0.6389380751,0,0,0,1,0,0,0.9977550378,0,2,6559,1,1
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.855344624,0,1,0,0,0.5835389547,0.16,14,6559,1,1
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.855344624,0,1,0,0,0.9935754587,0.139,17,6559,1,1
Education plays an important role in the socioeconomic status of a country,0,0,0,0,0,0,1,0,0,0.5767532257,0,4,6560,1,0
Education plays an important role in the socioeconomic status of a country,0.7616213781,0.7616213781,0,0,0.5960590776,0,0,0,0,0.216870912,0,11,6560,1,0
Education plays an important role in the socioeconomic status of a country,0.7616213781,0.7616213781,0,0,0.5960590776,0,1,0,0,0.0388383626,0,16,6560,1,0
Education plays an important role in the socioeconomic status of a country,0.8147097458,0.7956859589,0.7368532602,0.8181367347,0.7015954432,0,1,0,0,0.0079529565,0.093,23,6561,1,0
Education plays an important role in the socioeconomic status of a country,0.8147097458,0.7956859589,0.7368532602,0.8181367347,0.7015954432,0,1,0,0,0.0079529565,0.093,23,6561,1,0
Education plays an important role in the socioeconomic status of a country,0.7309757159,0.6648156044,0.6525081364,0.7150352921,0.6707969639,0,1,0,0,0.015562293,0,14,6562,1,0
Education plays an important role in the socioeconomic status of a country,0.7309757159,0.6648156044,0.6525081364,0.7150352921,0.6707969639,0,1,0,0,0.015562293,0,14,6562,1,0
Education plays an important role in the socioeconomic status of a country,0.5946974339,0.773999704,0,0.6510575494,0.6843875495,0,1,0,0,0.8698162388,0,9,6563,1,0
Education plays an important role in the socioeconomic status of a country,0.7166460404,0.7445523072,0.8909599713,0.879763269,0.5810963252,0,0,0,0,0.7830808117,0,7,6563,1,0
Education plays an important role in the socioeconomic status of a country,0,0,0,0,0.6378600196,0,0,0,0,0.0678778958,0.236,14,6563,1,0
Education plays an important role in the socioeconomic status of a country,0.6314295586,0.773999704,0.6525081364,0.7150352921,0.7410104658,0,1,0,0,0.0404057572,0.116,32,6563,1,0
Education plays an important role in the socioeconomic status of a country,0.6314295586,0.6648156044,0.6525081364,0.7150352921,0.5802256087,0,1,0,0,0.0971015138,0,14,6564,1,1
Education plays an important role in the socioeconomic status of a country,0.6314295586,0.6648156044,0.6525081364,0.7150352921,0.6960956734,0,1,0,0,0.087371338,0,18,6564,1,1
Education plays an important role in the socioeconomic status of a country,0.7836763496,0.7836763496,0.6591328408,0.7869768779,0.8440236837,0,1,0,0,0.7733698101,0,13,6565,0,0
Education plays an important role in the socioeconomic status of a country,0,0,0,0,0.470682124,0,0,0,0,0.9384588431,0,4,6565,0,0
Education plays an important role in the socioeconomic status of a country,0.7836763496,0.7836763496,0.6591328408,0.7869768779,0.7238278828,0,1,0,0,0.8478417175,0,18,6565,0,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.5395579491,0,1,0,0,0.0778300504,0,10,6566,1,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.5395579491,0,1,0,0,0.0778300504,0,10,6566,1,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.5094999669,0,1,0,0,0.0340069435,0.266,10,6567,1,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.5094999669,0,1,0,0,0.0340069435,0.266,10,6567,1,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.693688598,0,0,0,0,0.0092292893,0,18,6568,1,0
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.693688598,0,0,0,0,0.1316072542,0,19,6568,1,0
Education plays an important role in the socioeconomic status of a country,0.6723976043,0.8220672533,0.6801604614,0.7516275475,0.5809110987,0,0,0,0,0.9127308606,0,10,6569,1,0
Education plays an important role in the socioeconomic status of a country,0.6723976043,0.8220672533,0.6801604614,0.7516275475,0,0,0,0,0,0.9109501072,0,11,6569,1,0
Education plays an important role in the socioeconomic status of a country,0,0,0,0,0,0,0,0,0,0.787820962,0,4,6570,1,0
Education plays an important role in the socioeconomic status of a country,0.6723976043,0.8220672533,0.6801604614,0.7516275475,0.6018574789,0,1,0,0,0.2988162409,0.416,12,6570,1,0
Education plays an important role in the socioeconomic status of a country,0.6723976043,0.8220672533,0.6801604614,0.7516275475,0.6018574789,0,1,0,0,0.1701047986,0.322,17,6570,1,0
Education plays an important role in the socioeconomic status of a country,0.6321427686,0.7361786014,0.4778705554,0.8096190651,0.5809110987,0,0,0,0,0.3777205375,0.302,8,6571,1,1
Education plays an important role in the socioeconomic status of a country,0,0,0,0,0.6018574789,0,0,0,0,0.5125476125,0,7,6571,1,1
Education plays an important role in the socioeconomic status of a country,0.6321427686,0.7361786014,0.4778705554,0.8096190651,0.700440594,0,0,0,0,0.065309447,0.191,18,6571,1,1
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.8832879267,0,1,0,0,0.7151873159,0.297,13,6572,1,1
Education plays an important role in the socioeconomic status of a country,0.7574644613,0.8809146475,0.6590301719,0.8932794854,0.8731138568,0,1,0,0,0.829437501,0.257,16,6572,1,1
Education plays an important role in the socioeconomic status of a country,0,0,0,0,0.7713900539,0,0,0,0,0.5915514425,0,8,6573,1,1
Education plays an important role in the socioeconomic status of a country,0.829143381,0.8666879753,0.7181401896,0.7166460404,0.6052211415,0,0,0,0,0.9677463053,0.551,7,6573,1,1
Education plays an important role in the socioeconomic status of a country,0.829143381,0.829143381,0.7181401896,0.8468957055,0.7898805826,0,0,0,0,0.8491482328,0.29,16,6573,1,1
Celebrities & Their Influences,0.5917390011,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.1937959981,0.392,23,6574,0,0
Celebrities & Their Influences,0.5917390011,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.9319603432,0.545,3,6574,0,0
Celebrities & Their Influences,0.5917390011,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.0896015009,0.38,19,6574,0,0
Celebrities & Their Influences,0.5917390011,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.1937959981,0.392,23,6574,0,0
Celebrities & Their Influences,0.5406453207,0.6918191904,0.4133317415,0,0,0,1,0,0,0.9970945678,0.297,8,6575,0,0
Celebrities & Their Influences,0.5406453207,0.6918191904,0.4133317415,0,0,0,1,0,0,0.995309172,0.209,12,6575,0,0
Celebrities & Their Influences,0.6267522276,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.4889771793,0.414,22,6576,1,1
