Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,sq1,sq2,sq3,sq4,sq5,sq6,sq7,Title,Sen_num
,0,0,0,0,0,1,0,0,0.0760666314,0.33,0,0,0,0,0,0,0,"Why_we_love,_why_we_cheat",258
,0,0,0,0,0,1,1,0,0.0006998212,0,0.0909090909,0.0909090909,0,0.0454545455,0.0909090909,0.0909090909,0.0454545455,"Why_we_love,_why_we_cheat",259
,0,0,0,0,0,0,0,0,0.3864151608,0,0,0,0,0,0,0,0,"Why_we_love,_why_we_cheat",260
,0,0,0,0,0,1,0,0,0.9819362069,0.6,0,0,0,0,0,0,0,"Why_we_love,_why_we_cheat",261
,0,0,0,0,0,1,1,0,0.8775292947,0.293,0,0,0,0,0,0,0,"Why_we_love,_why_we_cheat",262
,0,0,0,0,0,1,0,0,0.8771163591,0,0,0,0,0,0,0,0.1111111111,"Why_we_love,_why_we_cheat",263
,0,0,0,0,0,1,0,0,0.2542303545,0,0.0588235294,0,0,0,0.0588235294,0.0588235294,0,"Why_we_love,_why_we_cheat",264
,0,0,0,0,0,0,0,0,0.8742003288,0.714,0,0,0,0,0,0,0,"Why_we_love,_why_we_cheat",265
,0,0,0,0,0,0,0,0,0.8406979163,0,0,0,0,0,0,0,0,"Why_we_love,_why_we_cheat",266
,0,0,0,0,0,1,0,0,0.9995155428,0,0,0,0.0740740741,0,0,0,0.0740740741,Why_I_must_come_out,1
,0,0,0,0,0,1,0,0,0.9988689659,0.26,0,0,0,0,0,0,0,Why_I_must_come_out,2
,0,0,0,0,0,0,0,0,0.4411641247,0.095,0,0,0,0,0,0,0,Why_I_must_come_out,3
,0,0,0,0,0,0,0,0,0.2920653555,0.187,0,0,0,0,0,0,0,Why_I_must_come_out,4
,0,0,0,0,0,1,0,0,0.9999994754,0.085,0,0,0.0333333333,0,0,0,0,Why_I_must_come_out,5
,0,0,0,0,0,1,1,0,0.9998729409,0,0,0,0,0,0,0,0,Why_I_must_come_out,6
,0,0,0,0,0,1,0,0,0.9495761591,0,0,0,0,0,0,0,0,Why_I_must_come_out,7
,0,0,0,0,1,1,0,0,0.7080090457,0.285,0,0,0,0,0,0,0.0689655172,Why_I_must_come_out,8
,0,0,0,0,0,1,0,0,0.7262837247,0.305,0.0666666667,0.1333333333,0,0,0.0666666667,0.1333333333,0.0666666667,Why_I_must_come_out,9
,0,0,0,0,0,0,0,0,0.9973028056,0.11,0,0,0,0,0,0,0,Why_I_must_come_out,10
,0,0,0,0,0,1,0,0,0.9832845628,0,0.1111111111,0.1111111111,0,0.2222222222,0.2222222222,0.1111111111,0,Why_I_must_come_out,11
,0,0,0,0,0,1,0,0,0.9788970269,0,0,0,0,0,0,0,0,Why_I_must_come_out,12
,0,0,0,0,0,0,0,0,0.2766141576,0,0,0,0,0,0,0,0,Why_I_must_come_out,13
,0,0,0,0,0,1,0,1,0.9881105602,0,0,0,0,0,0,0,0,Why_I_must_come_out,14
,0,0,0,0,0,1,0,0,0.9759180425,0,0,0,0,0,0,0,0,Why_I_must_come_out,15
,0,0,0,0,0,1,0,0,0.9997697259,0,0.1428571429,0.1428571429,0,0,0.2857142857,0.1428571429,0,Why_I_must_come_out,16
,0,0,0,0,0,1,0,0,0.9888590696,0,0,0,0,0,0,0,0,Why_I_must_come_out,17
,0,0,0,0,0,0,0,0,0.9749387629,0,0,0,0,0,0,0,0,Why_I_must_come_out,18
,0,0,0,0,0,1,1,0,0.9902978819,0,0,0,0,0,0,0,0,Why_I_must_come_out,19
,0,0,0,0,0,1,0,0,0.9997669218,0.361,0.0540540541,0,0.1891891892,0.0540540541,0.027027027,0.0540540541,0,Why_I_must_come_out,20
,0,0,0,0,0,1,0,0,0.9991262966,0.356,0,0,0,0,0,0,0.0909090909,Why_I_must_come_out,21
,0,0,0,0,0,1,0,0,0.9754107171,0.16,0,0,0,0,0,0,0,Why_I_must_come_out,22
,0,0,0,0,0,1,0,0,0.9836391104,0.431,0,0,0,0,0,0,0,Why_I_must_come_out,23
,0,0,0,0,1,1,0,0,0.9880611435,0.236,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0,Why_I_must_come_out,24
,0,0,0,0,0,1,0,0,0.9126154123,0.375,0,0,0,0,0,0,0,Why_I_must_come_out,25
,0,0,0,0,0,1,0,0,0.901148014,0,0,0,0,0,0,0,0,Why_I_must_come_out,26
,0,0,0,0,0,1,0,1,0.831492499,0.343,0,0,0,0,0,0,0,Why_I_must_come_out,27
,0,0,0,0,0,1,0,0,0.9984925827,0.178,0,0,0.0769230769,0,0,0,0.0256410256,Why_I_must_come_out,28
,0,0,0,0,0,1,0,0,0.1897552704,0,0,0,0,0,0,0,0,Why_I_must_come_out,29
,0,0,0,0,0,1,0,0,0.4147711413,0.432,0,0,0,0,0,0,0,Why_I_must_come_out,30
,0,0,0,0,0,1,0,0,0.0781299331,0.191,0,0,0,0,0,0,0,Why_I_must_come_out,31
,0,0,0,0,0,0,0,0,0.9992359347,0.353,0,0,0,0,0,0,0,Why_I_must_come_out,32
,0,0,0,0,0,0,0,0,0.9197905497,0,0,0,0,0,0,0,0,Why_I_must_come_out,33
,0,0,0,0,0,0,0,0,0.9649857954,0.275,0,0,0,0,0,0,0,Why_I_must_come_out,34
,0,0,0,0,0,1,0,0,0.9999709853,0,0,0,0,0,0,0.0454545455,0.0454545455,Why_I_must_come_out,35
,0,0,0,0,0,1,0,1,0.9997480006,0,0,0,0,0,0,0,0,Why_I_must_come_out,36
,0,0,0,0,0,0,0,1,0.9120411279,0.158,0,0,0,0,0,0,0,Why_I_must_come_out,37
,0,0,0,0,0,0,0,0,0.9973810439,0.524,0,0,0,0,0,0,0,Why_I_must_come_out,38
,0,0,0,0,0,0,1,1,0.6501705726,0.088,0,0,0,0,0,0,0,Why_I_must_come_out,39
,0,0,0,0,0,0,0,0,0.9916522549,0,0,0,0,0,0,0,0,Why_I_must_come_out,40
,0,0,0,0,0,1,0,0,0.9999156307,0.355,0,0,0,0,0,0,0,Why_I_must_come_out,41
,0,0,0,0,0,1,0,0,0.9999800687,0.581,0,0,0,0,0,0,0.0769230769,Why_I_must_come_out,42
,0,0,0,0,0,1,1,1,0.0002381097,0.091,0,0,0,0,0,0,0,Why_I_must_come_out,43
,0,0,0,0,0,0,0,0,0.9981121867,0,0,0,0,0,0,0,0,Why_I_must_come_out,44
,0,0,0,0,0,1,0,0,0.9945088701,0,0,0,0,0,0,0,0,Why_I_must_come_out,45
,0,0,0,0,0,0,0,1,0.985914958,0,0,0,0,0,0,0,0,Why_I_must_come_out,46
,0,0,0,0,0,1,0,1,0.4492239699,0.333,0,0,0,0,0,0,0,Why_I_must_come_out,47
,0,0,0,0,0,0,0,1,0.9135318176,0.123,0,0,0,0,0,0,0,Why_I_must_come_out,48
,0,0,0,0,0,1,1,1,0.9682508797,0.097,0,0,0,0,0,0,0,Why_I_must_come_out,49
,0,0,0,0,0,0,0,0,0.6539374614,0,0,0,0,0,0,0,0,Why_I_must_come_out,50
,0,0,0,0,0,1,0,0,0.9985479909,0.17,0,0,0.1304347826,0,0,0,0,Why_I_must_come_out,51
,0,0,0,0,0,0,0,0,0.9968715052,0.318,0,0,0,0,0,0,0,Why_I_must_come_out,52
,0,0,0,0,0,0,0,1,0.9959389415,0.133,0,0,0,0,0,0,0,Why_I_must_come_out,53
,0,0,0,0,0,1,0,0,0.9836391104,0.431,0,0,0,0,0,0,0,Why_I_must_come_out,54
,0,0,0,0,0,1,0,0,0.8538010212,0,0,0,0,0,0,0,0,Why_I_must_come_out,55
,0,0,0,0,0,1,0,1,0.0001084984,0.39,0,0,0,0,0.0526315789,0,0,Why_I_must_come_out,56
,0,0,0,0,0,1,0,0,0.9980586873,0,0.0769230769,0.0769230769,0.2307692308,0.1538461538,0.0769230769,0.1538461538,0,Why_I_must_come_out,57
,0,0,0,0,0,1,0,0,0.9697319562,0.273,0,0,0.2307692308,0,0,0,0,Why_I_must_come_out,58
,0,0,0,0,0,1,1,0,0.9186627853,0,0,0,0,0,0,0,0,Why_I_must_come_out,59
,0,0,0,0,0,1,0,0,0.9997234408,0.273,0,0,0,0,0,0,0,Why_I_must_come_out,60
,0,0,0,0,0,1,0,0,0.8069722525,0,0,0,0,0,0,0,0,Why_I_must_come_out,61
,0,0,0,0,0,1,1,0,0.9959367751,0,0,0.1111111111,0,0,0.1111111111,0.1111111111,0,Why_I_must_come_out,62
,0,0,0,0,0,0,0,0,0.999134275,0.36,0,0,0,0,0,0,0,Why_I_must_come_out,63
,0,0,0,0,0,1,0,0,0.9962558837,0.638,0,0,0,0,0,0,0,Why_I_must_come_out,64
,0,0,0,0,0,1,1,0,0.9982550055,0.08,0,0,0,0,0,0,0,Why_I_must_come_out,65
,0,0,0,0,0,1,0,0,0.9992604857,0.412,0,0,0,0,0,0,0,Why_I_must_come_out,66
,0,0,0,0,0,0,0,0,0.8843956304,0,0,0,0,0,0,0,0,Why_I_must_come_out,67
,0,0,0,0,0,0,0,0,0.98780635,0.455,0,0,0,0,0,0,0,Why_I_must_come_out,68
,0,0,0,0,0,0,0,0,0.8742003288,0.714,0,0,0,0,0,0,0,Why_I_must_come_out,69
,0,0,0,0,0,0,0,0,0.8742003288,0.714,0,0,0,0,0,0,0,Why_I_must_come_out,70
,0,0,0,0,0,0,0,0,0.8742003288,0.714,0,0,0,0,0,0,0,Why_I_must_come_out,71
,0,0,0,0,0,0,0,0,0.8356125232,0,0,0,0,0,0,0,0,Why_I_must_come_out,72
,0,0,0,0,1,1,0,0,0.9419242468,0.33,0.0746268657,0.0746268657,0.0597014925,0.0597014925,0.0597014925,0.0597014925,0,Why_I_must_come_out,73
,0,0,0,0,0,0,0,0,0.8742003288,0.535,0,0,0,0,0,0,0,Why_I_must_come_out,74
,0,0,0,0,0,1,0,0,0.9957976624,0.65,0,0,0,0,0,0,0,Why_I_must_come_out,75
,0,0,0,0,0,1,0,0,0.9913414021,0.296,0.1176470588,0.1176470588,0,0,0.1176470588,0,0,Why_I_must_come_out,76
,0,0,0,0,0,1,0,0,0.9990320799,0.049,0,0,0,0,0,0,0,Why_I_must_come_out,77
,0,0,0,0,0,1,0,0,0.9996588639,0,0,0,0.1363636364,0.0454545455,0.0454545455,0.0909090909,0,Why_I_must_come_out,78
,0,0,0,0,1,1,0,0,0.999993189,0.04,0.06,0.1,0.14,0.16,0.08,0.02,0,Why_I_must_come_out,79
,0,0,0,0,0,1,0,0,0.84100511,0,0,0,0,0,0,0,0,Why_I_must_come_out,80
,0,0,0,0,1,1,0,0,0.9990443372,0,0.0909090909,0.2727272727,0.0909090909,0.3636363636,0.1818181818,0.0909090909,0,Why_I_must_come_out,81
,0,0,0,0,0,0,0,0,0.9865315855,0,0,0,0,0,0,0,0,Why_I_must_come_out,82
,0,0,0,0,0,1,0,0,0.9999646645,0.139,0,0,0,0,0,0,0.0952380952,Why_I_must_come_out,83
,0,0,0,0,0,0,0,0,0.8742003288,0.556,0,0,0,0,0,0,0,Why_I_must_come_out,84
,0,0,0,0,0,0,0,0,0.9628892142,0.619,0,0,0,0,0,0,0,Why_I_must_come_out,85
,0,0,0,0,0,0,0,0,0.8742003288,0.556,0,0,0,0,0,0,0,Why_I_must_come_out,86
SOPA.bad idea,0.7637511756,0.7637511756,0.5326399834,0,0,1,0,0,0.9560472367,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,1
SOPA.bad idea,0.8359626736,0.731433869,0.4388806268,0.2941254682,0,1,1,1,0.5124827713,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,2
SOPA.bad idea,0.4363589937,0.7301162389,0.449531772,0.6916863863,1,0,0,0,0.784409227,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,3
SOPA.bad idea,0.5885276622,0.6121992188,0.4830358498,0.6976628855,0,1,0,0,0.0834559349,0.087,0,0,0,0,0,0,0.0476190476,Why_SOPA_is_a_bad_idea,4
SOPA.bad idea,0.8264745369,0.8264745369,0.5387874048,0.6976628855,0,0,0,0,0.9965814543,0.321,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,5
SOPA.bad idea,0.7798223382,0,0,0,0,0,0,0,0.9692728859,0.327,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,6
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,0,0,0.3467505848,0.175,0,0,0.15,0.1,0.05,0,0,Why_SOPA_is_a_bad_idea,7
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,0,0,0.9780764269,0.516,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,8
SOPA.bad idea,0.8179499382,0.3229298296,0.8056562025,0,0,1,0,0,0.8116804676,0.124,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,9
SOPA.bad idea,0.7605689405,0,0,0,0,1,0,0,0.9997804766,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,10
SOPA.bad idea,0.7605689405,0,0,0,0,1,0,0,0.9998558611,0.064,0,0,0,0,0,0,0.2,Why_SOPA_is_a_bad_idea,11
SOPA.bad idea,0.4633350009,0.6950722139,0.6881727149,0.6682114951,0,1,1,0,0.9820235122,0,0,0,0.125,0,0,0,0,Why_SOPA_is_a_bad_idea,12
SOPA.bad idea,0.7219457902,0.7637511756,0.5891664868,0.0149368654,0,1,0,0,0.6650713412,0,0.2222222222,0,0.2222222222,0,0.2222222222,0,0,Why_SOPA_is_a_bad_idea,13
SOPA.bad idea,0,0,0,0,0,1,0,0,0.300357016,0.239,0,0,0.125,0,0,0,0,Why_SOPA_is_a_bad_idea,14
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,0,0,0.9621874844,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,15
SOPA.bad idea,0.8264745369,0.8264745369,0.5387874048,0,0,1,0,0,0.9940549685,0.224,0.0526315789,0.0526315789,0.0526315789,0.0526315789,0.0526315789,0.0526315789,0.0789473684,Why_SOPA_is_a_bad_idea,16
SOPA.bad idea,0.8946186451,0.801797956,0.4156198517,0,0,1,0,0,0.4890524108,0.178,0.1428571429,0,0.2857142857,0.2857142857,0.1428571429,0,0,Why_SOPA_is_a_bad_idea,17
SOPA.bad idea,0.7798223382,0.6291685645,0.4995939611,0.7458846363,0,1,0,0,0.2320346681,0.048,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,18
SOPA.bad idea,0.8811663017,0.8811663017,0.7334540264,0.7904707224,1,1,1,0,0.9406219759,0.029,0.1395348837,0.0465116279,0.023255814,0.0697674419,0.0930232558,0.023255814,0.0930232558,Why_SOPA_is_a_bad_idea,19
SOPA.bad idea,0.7798223382,0,0,0,0,1,0,0,0.0369322243,0.115,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,20
SOPA.bad idea,0.7999655618,0.7999655618,0.642982141,0.6958684631,1,1,1,0,0.9965264004,0.102,0.1363636364,0.1363636364,0.0454545455,0,0.0909090909,0.2272727273,0,Why_SOPA_is_a_bad_idea,21
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0.7091176823,0,1,1,0,0.0228360866,0.094,0,0,0.0357142857,0,0,0.2142857143,0,Why_SOPA_is_a_bad_idea,22
SOPA.bad idea,0.8458158733,0.6751803152,0.5409801144,0,0,1,0,0,0.9999811575,0.261,0.04,0.04,0.2,0.12,0.04,0.04,0.12,Why_SOPA_is_a_bad_idea,23
SOPA.bad idea,0.8396375727,0.8396375727,0.6318435545,0.8424311091,0,1,1,0,0.9997657833,0,0.0333333333,0.0333333333,0.0333333333,0.0666666667,0.0333333333,0.0333333333,0,Why_SOPA_is_a_bad_idea,24
SOPA.bad idea,0.2237920372,0.4646196789,0.2800607734,0.6947458122,0,1,0,0,0.8915716133,0.337,0,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0,Why_SOPA_is_a_bad_idea,25
SOPA.bad idea,0.7605689405,0.6950722139,0.6881727149,0.6682114951,1,1,1,0,0.9969134539,0.049,0,0,0,0,0,0,0.0277777778,Why_SOPA_is_a_bad_idea,26
SOPA.bad idea,0.6497193533,0.7501086739,0.8008591494,0.7652276351,1,1,1,0,0.570752948,0,0,0,0.0833333333,0.0833333333,0.0416666667,0.0416666667,0,Why_SOPA_is_a_bad_idea,27
SOPA.bad idea,0.7999655618,0.7999655618,0.6762135188,0.4639604994,0,0,1,0,0.9970810642,0.17,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,28
SOPA.bad idea,0.8355880225,0.8355880225,0.7860740019,0.6962661323,1,1,0,0,0.9999999221,0.231,0.0212765957,0.0212765957,0,0,0.0212765957,0.0212765957,0.1276595745,Why_SOPA_is_a_bad_idea,29
SOPA.bad idea,0.8764825514,0,0,0,1,1,0,1,0.9999987265,0.168,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,30
SOPA.bad idea,0.8359626736,0,0,0,0,1,0,0,0.2252873985,0.345,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,31
SOPA.bad idea,0.5763115067,0.6318435545,0.7058403257,0.5897974697,0,1,0,0,0.8880456066,0,0,0.1,0.1,0.2,0.1,0.1,0,Why_SOPA_is_a_bad_idea,32
SOPA.bad idea,0.8458158733,0.7637511756,0.5326399834,0.2292428287,1,1,1,0,0.9998911163,0,0,0,0,0,0,0,0.0357142857,Why_SOPA_is_a_bad_idea,33
SOPA.bad idea,0.8384482642,0.8811663017,0.5564617006,0.3288429639,1,0,0,0,0.9759864908,0.255,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,34
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,0,0,0.9516082073,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,35
SOPA.bad idea,0.8179499382,0,0,0,0,1,0,0,0.9962448074,0.279,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,36
SOPA.bad idea,0.8355880225,0.8355880225,0.7860740019,0,0,1,0,0,0.7525308683,0.315,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,37
SOPA.bad idea,0.8359626736,0.8355880225,0.6318435545,0,0,0,0,0,0.9982896808,0.268,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,38
SOPA.bad idea,0.3067169046,0,0,0,0,0,1,1,0.0735075042,0.241,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,39
SOPA.bad idea,0.8458158733,0,0,0,0,0,0,0,0.9830692018,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,40
SOPA.bad idea,0.5825691535,0.6751803152,0.5782044348,0.7599921859,0,1,0,0,0.8769678623,0.147,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,41
SOPA.bad idea,0.5745146593,0.6751803152,0.5409801144,0,0,0,0,0,0.8636763716,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,42
SOPA.bad idea,0.630023912,0.7705308131,0.5409801144,0.7264449472,1,0,0,0,0.0029902068,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,43
SOPA.bad idea,0.630023912,0.7705308131,0.4758743048,0.7264449472,0,0,1,0,0.1013969765,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,44
SOPA.bad idea,0.8458158733,0.8056562025,0.6881727149,0.7458846363,0,1,1,0,0.4823615297,0.175,0.0967741935,0.064516129,0,0.064516129,0.064516129,0.064516129,0,Why_SOPA_is_a_bad_idea,45
SOPA.bad idea,0.8458158733,0,0,0,0,1,0,0,0.9849422406,0.655,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,46
SOPA.bad idea,0.2072394638,0.5007438684,0.4398278354,0.2565463958,0,1,0,0,0.5732034796,0.527,0.1,0.1,0,0,0.1,0.1,0,Why_SOPA_is_a_bad_idea,47
SOPA.bad idea,0.8458158733,0,0,0,0,1,0,0,0.9999955087,0.094,0.0588235294,0,0,0.0588235294,0.0588235294,0,0.1176470588,Why_SOPA_is_a_bad_idea,48
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0.617979595,0,1,0,0,0.9722838921,0.205,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,49
SOPA.bad idea,0.7798223382,0,0,0,0,0,0,0,0.0081728386,0.325,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,50
SOPA.bad idea,0.8458158733,0.782997784,0.4964069544,0.617979595,0,0,0,0,0.9714628898,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,51
SOPA.bad idea,0.7798223382,0.6751803152,0.5409801144,0,0,0,0,0,0.2413901359,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,52
SOPA.bad idea,0.8355880225,0.8355880225,0.6881727149,0.617979595,0,1,1,0,0.000529897,0.169,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,53
SOPA.bad idea,0,0,0,0,0,0,0,0,0.0218765259,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,54
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,0,0,0,0.0124570355,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,55
SOPA.bad idea,0.8764825514,0.5052075649,0.555287482,0.1614855644,0,0,1,0,0.9965577775,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,56
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,0,0,0.9984790687,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,57
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,0,0,0.9999999427,0.121,0,0.0357142857,0.1071428571,0.0714285714,0.0357142857,0,0,Why_SOPA_is_a_bad_idea,58
SOPA.bad idea,0.8458158733,0.8355880225,0.6318435545,0,0,1,1,0,0.9969305729,0.143,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,59
SOPA.bad idea,0.2893298449,0.7903012734,0.5790925511,0,0,1,0,0,0.8439844121,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,60
SOPA.bad idea,0.8458158733,0.5825573359,0.477002717,0.6129479093,0,1,0,0,0.9873750389,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,61
SOPA.bad idea,0.8458158733,0,0,0,0,1,0,0,0.9491680642,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,62
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0.6958684631,1,0,0,0,0.9840923489,0.264,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,63
SOPA.bad idea,0.7798223382,0.6658951519,0.3978468604,0.645189143,0,1,0,0,0.9937795446,0.127,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,64
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,0,0,0,0.9296543694,0.16,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,65
SOPA.bad idea,0.5825691535,0.5988926889,0.5782044348,0.7599921859,0,1,0,0,0.0010841501,0.222,0,0,0.0967741935,0,0,0,0,Why_SOPA_is_a_bad_idea,66
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,1,0,0.9967861425,0.134,0.1153846154,0.0384615385,0.0769230769,0.1923076923,0.1153846154,0,0,Why_SOPA_is_a_bad_idea,67
SOPA.bad idea,0.8396375727,0.8396375727,0.6318435545,0.8424311091,0,1,0,0,0.8769451147,0.212,0.12,0.04,0.16,0.16,0.12,0.08,0,Why_SOPA_is_a_bad_idea,68
SOPA.bad idea,0.8179499382,0,0,0,1,1,1,0,0.8653712931,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,69
SOPA.bad idea,0.8179499382,0,0,0,0,1,0,0,0.0003963227,0.109,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,70
SOPA.bad idea,0.8179499382,0,0,0,0,1,0,0,0.9458559966,0.494,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,71
SOPA.bad idea,0.8179499382,0.7967575306,0.4851697716,0.6806003462,0,1,0,0,0.9985707641,0.196,0,0,0,0,0,0.2,0.1,Why_SOPA_is_a_bad_idea,72
SOPA.bad idea,0.8179499382,0.7967575306,0.4851697716,0.6806003462,0,1,0,0,0.9985707641,0.196,0,0,0,0,0,0.2,0.1,Why_SOPA_is_a_bad_idea,73
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0.6806003462,0,1,0,0,0.999876532,0.234,0.2727272727,0.0454545455,0,0.1363636364,0.1363636364,0.0909090909,0.0454545455,Why_SOPA_is_a_bad_idea,74
SOPA.bad idea,0,0.0606190728,0.0759984317,0,0,1,0,0,0.8693874082,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,75
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,0,0,0.2584972275,0.121,0,0,0,0,0,0,0.0491803279,Why_SOPA_is_a_bad_idea,76
SOPA.bad idea,0.7637511756,0.7637511756,0.6987959434,0.3931222395,0,1,1,0,0.9880758036,0,0.1904761905,0,0,0.0952380952,0.0952380952,0,0,Why_SOPA_is_a_bad_idea,77
SOPA.bad idea,0.7605689405,0,0,0,0,1,0,0,0.6602669808,0,0,0,0,0,0,0,0.2222222222,Why_SOPA_is_a_bad_idea,78
SOPA.bad idea,0.8179499382,0.3262001762,0.3156835956,0.4789120346,0,1,0,0,0.1837442144,0,0,0,0,0,0,0,0.0909090909,Why_SOPA_is_a_bad_idea,79
SOPA.bad idea,0.5968643522,0.5968643522,0.5417897898,0.3447370416,0,1,0,0,0.3477922475,0.283,0.0434782609,0.0869565217,0.0434782609,0.0434782609,0.0434782609,0.1739130435,0,Why_SOPA_is_a_bad_idea,80
SOPA.bad idea,0.5481305645,0.7814344542,0.5417897898,0.5215641451,0,1,0,0,0.9588653987,0.437,0,0,0,0,0,0.0833333333,0,Why_SOPA_is_a_bad_idea,81
SOPA.bad idea,0.8179499382,0,0,0,0,1,0,0,0.9999787849,0.345,0,0,0,0,0,0,0.0666666667,Why_SOPA_is_a_bad_idea,82
SOPA.bad idea,0.4383675034,0.7198204154,0.8056562025,0.4928093978,1,1,0,0,0.7299162402,0.267,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,83
SOPA.bad idea,0.8458158733,0.8355880225,0.6318435545,0,0,1,0,0,0.7091896402,0.091,0,0,0.0476190476,0.0476190476,0.0476190476,0,0,Why_SOPA_is_a_bad_idea,84
SOPA.bad idea,0.8359626736,0,0,0,0,1,0,0,0.3563674459,0,0,0,0.4444444444,0.2222222222,0.1111111111,0,0.1111111111,Why_SOPA_is_a_bad_idea,85
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0,0,1,0,0,0.999992672,0,0,0,0.0526315789,0.0526315789,0.0526315789,0,0,Why_SOPA_is_a_bad_idea,86
SOPA.bad idea,0.8355880225,0.8355880225,0.6318435545,0.6710668389,0,1,0,0,0.9998296535,0.15,0,0,0.1428571429,0.1428571429,0.0714285714,0,0,Why_SOPA_is_a_bad_idea,87
SOPA.bad idea,0.514915702,0.7411568512,0.6474977494,0,0,1,0,0,0.9847572626,0,0,0,0,0,0,0,0,Why_SOPA_is_a_bad_idea,88
SOPA.bad idea,0.8179499382,0.5968643522,0.5417897898,0.3447370416,0,1,0,0,0.1399468201,0.433,0,0.0294117647,0.1176470588,0.0588235294,0.0294117647,0.0294117647,0,Why_SOPA_is_a_bad_idea,89
SOPA.bad idea,0.6251191222,0.6291685645,0.4995939611,0.7458846363,0,1,0,0,0.9360344031,0.081,0,0,0,0,0,0,0.1764705882,Why_SOPA_is_a_bad_idea,90
